Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch,Additional Bulk Build Status
python-mutagen,NA,CP_batch1,Archana,12517,https://github.com/microsoft/azurelinux/pull/12517,OPEN,2025-02-20T06:46:24Z,Y,Y,Failed,1.43.0,4.azl3,1,1,python-mutagen-1.47.0-5.fc41.src.rpm,Default Initialized,Default Initialized,1.47.0,5.fc41,EXISTS_IN_EXT,1.43.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-mutagen,Built
python-ntlm-auth,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.5.0,6.azl3,1,1,python-ntlm-auth-1.5.0-15.fc41.src.rpm,Default Initialized,Default Initialized,1.5.0,15.fc41,EXISTS_IN_EXT,1.5.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-oauth2client,NA,NA,NA,NA,NA,NA,NA,N,N,Built,4.1.3,17.azl3,1,1,python-oauth2client-4.1.3-27.fc41.src.rpm,Default Initialized,Default Initialized,4.1.3,27.fc41,EXISTS_IN_EXT,4.1.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-openpyxl,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-openpyxl-3.1.2-7.fc41.src.rpm,Default Initialized,Default Initialized,3.1.2,7.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
python-openstackdocstheme,NA,CP_batch1,Archana,12520,https://github.com/microsoft/azurelinux/pull/12520,MERGED,2025-02-20T10:39:58Z,Y,Y,Failed,1.29.0,8.azl3,1,1,python-openstackdocstheme-3.0.0-8.fc41.src.rpm,Default Initialized,Default Initialized,3.0.0,8.fc41,EXISTS_IN_EXT,3.0.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-openstackdocstheme,Built
python-oslo-i18n,NA,CP_batch1,Archana,12770,https://github.com/microsoft/azurelinux/pull/12770,OPEN,2025-03-04T08:44:27Z,Y,Y,Failed,5.1.0,4.azl3,1,1,python-oslo-i18n-6.3.0-5.fc41.src.rpm,Default Initialized,Default Initialized,6.3.0,5.fc41,EXISTS_IN_EXT,5.1.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-oslo-i18n,Failed
python-oslo-sphinx,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,4.18.0,9.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.18.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-paramiko,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,2.12.0,2.azl3,1,1,python-paramiko-3.5.0-1.fc41.src.rpm,Default Initialized,Default Initialized,3.5.0,1.fc41,EXISTS_IN_EXT,2.12.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-podman-api,NA,CP_batch1,Archana,12519,https://github.com/microsoft/azurelinux/pull/12519,MERGED,2025-02-20T10:29:12Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,0.0.0,2.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.0.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-podman-api,Built
python-productmd,NA,CP_batch2,CBL-Mariner-Bot,12454,https://github.com/microsoft/azurelinux/pull/12454,OPEN,2025-02-17T14:07:16Z,Y,Y,Built,1.30,2.azl3,1,1,python-productmd-1.41-2.fc41.src.rpm,Default Initialized,Default Initialized,1.41,2.fc41,EXISTS_IN_EXT,1.30,N,0,nan,NOT_FOUND,NA,NA,https://github.com/microsoft/azurelinux.git,cblmargh/python-productmd-upgrade-to-1.41-3.0-dev,Failed
python-pycares,NA,CP_batch1,Akhila,12508,https://github.com/microsoft/azurelinux/pull/12508,OPEN,2025-02-19T10:14:35Z,Y,Y,Failed,3.1.1,3.azl3,1,1,python-pycares-4.3.0-9.fc41.src.rpm,Default Initialized,Default Initialized,4.3.0,9.fc41,EXISTS_IN_EXT,3.1.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-pycares,Built
python-pydbus,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.6.0,13.azl3,1,1,python-pydbus-0.6.0-27.fc41.src.rpm,Default Initialized,Default Initialized,0.6.0,27.fc41,EXISTS_IN_EXT,0.6.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-pymongo,NA,P0,Akhila,11637,https://github.com/microsoft/azurelinux/pull/11637,OPEN,2024-12-21T11:11:17Z,Y,Y,Built,3.10.1,6.azl3,1,1,python-pymongo-4.2.0-8.fc41.src.rpm,Default Initialized,Default Initialized,4.2.0,8.fc41,EXISTS_IN_EXT,3.10.1,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11637,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-pymongo,Built
python-pyperclip,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,1.6.4,9.azl3,1,1,python-pyperclip-1.8.2-10.fc41.src.rpm,Default Initialized,Default Initialized,1.8.2,10.fc41,EXISTS_IN_EXT,1.6.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-pyroute2,NA,NA,Sumit,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-pyroute2-0.7.12-4.fc41.src.rpm,Default Initialized,Default Initialized,0.7.12,4.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
python-pyrsistent,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.17.3,3.azl3,1,1,python-pyrsistent-0.20.0-8.fc41.src.rpm,Default Initialized,Default Initialized,0.20.0,8.fc41,EXISTS_IN_EXT,0.17.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-pysocks,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.7.1,5.azl3,1,1,python-pysocks-1.7.1-25.fc41.src.rpm,Default Initialized,Default Initialized,1.7.1,25.fc41,REMOVED_FROM_BOTH,Not Found,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
python-pytest-flake8,NA,NA,Sumit,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.0.4,6.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-pytest-relaxed,NA,CP_batch1,Akhila,12511,https://github.com/microsoft/azurelinux/pull/12511,MERGED,2025-02-19T12:20:52Z,Y,Y,Built,2.0.0,1.azl3,1,1,python-pytest-relaxed-2.0.2-3.fc41.src.rpm,Default Initialized,Default Initialized,2.0.2,3.fc41,EXISTS_IN_EXT,2.0.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-pytest-relaxed,Built
python-pytest-runner,NA,NA,NA,NA,NA,NA,NA,N,N,Built,4.0,13.azl3,1,1,python-pytest-runner-4.0-24.fc41.src.rpm,Default Initialized,Default Initialized,4.0,24.fc41,EXISTS_IN_EXT,4.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-pytest-subtests,NA,CP_batch1,Akhila,12518,https://github.com/microsoft/azurelinux/pull/12518,MERGED,2025-02-20T09:05:35Z,Y,Y,Built,0.3.1,4.azl3,1,1,python-pytest-subtests-0.12.1-3.fc41.src.rpm,Default Initialized,Default Initialized,0.12.1,3.fc41,EXISTS_IN_EXT,0.12.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-pytest-subtests,Built
python-pytest-timeout,NA,CP_batch2,CBL-Mariner-Bot,12460,https://github.com/microsoft/azurelinux/pull/12460,OPEN,2025-02-17T14:33:46Z,Y,Y,Built,1.4.2,4.azl3,1,1,python-pytest-timeout-2.3.1-4.fc41.src.rpm,Default Initialized,Default Initialized,2.3.1,4.fc41,EXISTS_IN_EXT,1.4.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/microsoft/azurelinux.git,cblmargh/python-pytest-timeout-upgrade-to-2.3.1-3.0-dev,Failed
python-pytoml,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.1.18,9.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.1.18,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-qrcode,NA,CP_batch1,Akhila,12560,https://github.com/microsoft/azurelinux/pull/12560,MERGED,2025-02-23T05:47:23Z,Y,Y,Built,6.1,6.azl3,1,1,python-qrcode-7.4.2-15.fc41.src.rpm,Default Initialized,Default Initialized,7.4.2,15.fc41,EXISTS_IN_EXT,7.4.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-qrcode,Built
python-rdflib,NA,CP_batch1,Akhila,12635,https://github.com/microsoft/azurelinux/pull/12635,MERGED,2025-02-26T12:36:38Z,Y,Y,Built,6.2.0,2.azl3,1,1,python-rdflib-7.0.0-5.fc41.src.rpm,Default Initialized,Default Initialized,7.0.0,5.fc41,EXISTS_IN_EXT,7.0.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-rdflib,Built
python-recommonmark,NA,New P0,Sreenivasulu,12673,https://github.com/microsoft/azurelinux/pull/12673,OPEN,2025-02-28T01:50:10Z,Y,Y,Built,0.6.0,5.azl3,1,1,python-recommonmark-0.7.1-10.git.fc41.src.rpm,Default Initialized,Default Initialized,0.7.1,10.git.fc41,EXISTS_IN_EXT,0.6.0,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_python-recommonmark,Built
python-redis,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-redis-5.2.0-1.fc41.src.rpm,Default Initialized,Default Initialized,5.2.0,1.fc41,REMOVED_FROM_BOTH,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
python-requests-file,NA,CP_batch1,Akhila,12651,https://github.com/microsoft/azurelinux/pull/12651,MERGED,2025-02-27T06:47:27Z,Y,Y,Built,1.4.3,15.azl3,1,1,python-requests-file-2.0.0-4.fc41.src.rpm,Default Initialized,Default Initialized,2.0.0,4.fc41,EXISTS_IN_EXT,2.0.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-requests-file,Built
python-requests-ftp,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.3.1,19.azl3,1,1,python-requests-ftp-0.3.1-35.fc41.src.rpm,Default Initialized,Default Initialized,0.3.1,35.fc41,EXISTS_IN_EXT,0.3.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-requests-kerberos,NA,CP_batch1,Sumit,12337,https://github.com/microsoft/azurelinux/pull/12337,MERGED,2025-02-12T20:56:02Z,Y,Y,Built,0.12.0,11.azl3,1,1,python-requests-kerberos-0.14.0-5.fc41.src.rpm,Default Initialized,Default Initialized,0.14.0,5.fc41,EXISTS_IN_EXT,0.14.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_python-requests-kerberos,Built
python-requests-mock,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,1.7.0,4.azl3,1,1,python-requests-mock-1.12.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.12.1,1.fc41,EXISTS_IN_EXT,1.7.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-requests-toolbelt,NA,New P0,Akhila,12943,https://github.com/microsoft/azurelinux/pull/12943,OPEN,2025-03-14T09:07:15Z,Y,Y,Built,0.9.1,13.azl3,1,1,python-requests-toolbelt-1.0.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0,7.fc41,EXISTS_IN_EXT,0.9.1,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-requests-toolbelt,Built
python-requests_ntlm,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,1.1.0,18.azl3,1,1,python-requests_ntlm-1.2.0-5.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,5.fc41,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-rfc3986,NA,CP_batch1,Sumit,12465,https://github.com/microsoft/azurelinux/pull/12465,MERGED,2025-02-17T15:03:45Z,Y,Y,Failed,1.2.0,8.azl3,1,1,python-rfc3986-1.5.0-10.fc41.src.rpm,Default Initialized,Default Initialized,1.5.0,10.fc41,EXISTS_IN_EXT,1.5.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_python-rfc3986,Built
python-rpm-generators,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-rpm-generators-14-11.fc41.src.rpm,Default Initialized,Default Initialized,14,11.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
python-rpmfluff,NA,P0,Akhila,11639,https://github.com/microsoft/azurelinux/pull/11639,MERGED,2024-12-21T13:01:57Z,Y,Y,Built,0.5.7.1,6.azl3,1,1,python-rpmfluff-0.6.5-3.fc41.src.rpm,Default Initialized,Default Initialized,0.6.5,3.fc41,EXISTS_IN_EXT,0.6.5,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11639,Suresh,Dev Approved,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-rpmfluff,Built
python-rtslib,NA,P0,Akhila,11700,https://github.com/microsoft/azurelinux/pull/11700,OPEN,2024-12-24T04:55:39Z,Revisit Ver Compare,Revisit Ver Compare,Failed,2.1.fb69,9.azl3,1,1,python-rtslib-2.1.76-9.fc41.src.rpm,Default Initialized,Default Initialized,2.1.76,9.fc41,EXISTS_IN_EXT,2.1.fb69,Y,1,Akhila,NA,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-rtslib,Built
python-s3transfer,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.3.4,2.azl3,1,1,python-s3transfer-0.10.4-1.fc41.src.rpm,Default Initialized,Default Initialized,0.10.4,1.fc41,EXISTS_IN_EXT,0.3.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-semantic_version,NA,CP_batch1,Sumit,12476,https://github.com/microsoft/azurelinux/pull/12476,MERGED,2025-02-18T05:34:17Z,Y,Y,Failed,2.8.4,4.azl3,1,1,python-semantic_version-2.10.0-9.fc41.src.rpm,Default Initialized,Default Initialized,2.10.0,9.fc41,EXISTS_IN_EXT,2.10.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_python-semantic_version,Built
python-should_dsl,NA,CP_batch1,Sumit,NA,NA,NA,NA,N,N,Built,2.1.2,5.azl3,1,1,python-should_dsl-2.1.2-18.fc41.src.rpm,Default Initialized,Default Initialized,2.1.2,18.fc41,EXISTS_IN_EXT,2.1.2,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-simpleline,NA,P0,Akhila,11586,https://github.com/microsoft/azurelinux/pull/11586,OPEN,2024-12-20T04:42:44Z,Y,Y,Built,1.6,4.azl3,1,1,python-simpleline-1.9.0-12.fc41.src.rpm,Default Initialized,Default Initialized,1.9.0,12.fc41,EXISTS_IN_EXT,1.6,Y,1,Akhila,NA,Suresh,In Review,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-simpleline,Built
python-slip,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.6.4,21.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-sniffio,NA,CP_batch1,Akhila,12290,https://github.com/microsoft/azurelinux/pull/12290,MERGED,2025-02-11T11:17:47Z,Y,Y,Built,1.1.0,11.azl3,1,1,python-sniffio-1.3.1-3.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,3.fc41,EXISTS_IN_EXT,1.3.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-sniffio,Built
python-soupsieve,NA,CP_batch1,Akarsh,12623,https://github.com/microsoft/azurelinux/pull/12623,MERGED,2025-02-26T05:21:19Z,Y,Y,Failed,1.9.2,5.azl3,1,1,python-soupsieve-2.6-2.fc41.src.rpm,Default Initialized,Default Initialized,2.6,2.fc41,EXISTS_IN_EXT,2.6,N,0,nan,NOT_FOUND,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_python-soupsieve,Built
python-sphinx-epytext,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.0.4,3.azl3,1,1,python-sphinx-epytext-0.0.4-19.fc41.src.rpm,Default Initialized,Default Initialized,0.0.4,19.fc41,EXISTS_IN_EXT,0.0.4,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-sphinxcontrib-apidoc,NA,P0,Akhila,11635,https://github.com/microsoft/azurelinux/pull/11635,MERGED,2024-12-21T06:30:25Z,Y,Y,Failed,0.2.1,15.azl3,1,1,python-sphinxcontrib-apidoc-0.3.0-14.fc41.src.r,Default Initialized,Default Initialized,0.3.0,14.fc41.src.r,EXISTS_IN_EXT,0.3.0,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11635,Suresh,Dev Approved,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-sphinxcontrib-apidoc,Built
python-sphinxcontrib-httpdomain,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.7.0,9.azl3,1,1,python-sphinxcontrib-httpdomain-1.7.0-24.fc41.s,Default Initialized,Default Initialized,1.7.0,24.fc41.s,EXISTS_IN_EXT,1.7.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-suds,NA,CP_batch1,Archana,12318,https://github.com/microsoft/azurelinux/pull/12318,MERGED,2025-02-12T09:51:05Z,Y,Y,Built,1.0.0,2.azl3,1,1,python-suds-1.1.2-10.fc41.src.rpm,Default Initialized,Default Initialized,1.1.2,10.fc41,EXISTS_IN_EXT,1.1.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-suds,Built
python-systemd,NA,NA,Aninda,12974,https://github.com/microsoft/azurelinux/pull/12974,OPEN,2025-03-15T11:48:30Z,Y,Y,Built,234,13.azl3,1,1,python-systemd-235-11.fc41.src.rpm,Default Initialized,Default Initialized,235,11.fc41,EXISTS_IN_EXT,234,N,0,nan,NOT_FOUND,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-python-systemd,Built
python-tempita,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.5.2,1.azl3,1,1,python-tempita-0.5.2-14.fc41.src.rpm,Default Initialized,Default Initialized,0.5.2,14.fc41,EXISTS_IN_EXT,0.5.2,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-templated-dictionary,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,python-templated-dictionary-1.5-1.fc41.src.rpm,Default Initialized,Default Initialized,1.5,1.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
python-testpath,NA,CP_batch1,Aninda,12310,https://github.com/microsoft/azurelinux/pull/12310,MERGED,2025-02-12T02:09:06Z,Y,Y,Built,0.5.0,4.azl3,1,1,python-testpath-0.6.0-18.fc41.src.rpm,Default Initialized,Default Initialized,0.6.0,18.fc41,EXISTS_IN_EXT,0.6.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-python-testpath,Built
python-testresources,NA,CP_batch2,Jagadeesh,13082,https://github.com/microsoft/azurelinux/pull/13082,OPEN,2025-03-24T12:11:06Z,Y,Y,Failed,1.0.0,16.azl3,1,1,python-testresources-2.0.1-16.fc41.src.rpm,Default Initialized,Default Initialized,2.0.1,16.fc41,EXISTS_IN_EXT,1.0.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_python-testresources,Failed
python-testscenarios,NA,CP_batch1,Jyoti,12566,https://github.com/microsoft/azurelinux/pull/12566,MERGED,2025-02-23T11:32:46Z,N,N,Failed,0.5.0,23.azl3,1,1,python-testscenarios-0.5.0-34.fc41.src.rpm,Default Initialized,Default Initialized,0.5.0,34.fc41,EXISTS_IN_EXT,0.5.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_python-testscenarios,Built
python-testtools,NA,CP_batch1,Jyoti,12565,https://github.com/microsoft/azurelinux/pull/12565,OPEN,2025-02-23T11:09:03Z,Y,Y,Failed,2.4.0,9.azl3,1,1,python-testtools-2.7.1-7.fc41.src.rpm,Default Initialized,Default Initialized,2.7.1,7.fc41,EXISTS_IN_EXT,2.4.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_python-testtools,Built
python-toml,NA,NA,Archana,13101,https://github.com/microsoft/azurelinux/pull/13101,OPEN,2025-03-25T09:13:07Z,Y,Y,Built,0.10.1,3.azl3,1,1,python-toml-0.10.2-20.fc41.src.rpm,Default Initialized,Default Initialized,0.10.2,20.fc41,EXISTS_IN_EXT,0.10.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-toml,Failed
python-tornado,NA,CP_batch1,Sumit,12473,https://github.com/microsoft/azurelinux/pull/12473,MERGED,2025-02-18T05:27:44Z,Y,Y,Built,6.2.0,1.azl3,1,1,python-tornado-6.3.3-8.fc41.src.rpm,Default Initialized,Default Initialized,6.3.3,8.fc41,EXISTS_IN_EXT,6.3.3,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,tpoic_python-tornado,Built
python-tox,NA,NA,Jyoti,12564,https://github.com/microsoft/azurelinux/pull/12564,OPEN,2025-02-23T10:16:02Z,Y,Y,Built,3.15.2,3.azl3,1,1,python-tox-4.23.2-1.fc41.src.rpm,Default Initialized,Default Initialized,4.23.2,1.fc41,EXISTS_IN_EXT,3.15.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_python-tox,Failed
python-trio,NA,CP_batch2,Akarsh,NA,NA,NA,NA,Y,Y,Built,0.16.0,3.azl3,1,1,python-trio-0.23.1-6.fc41.src.rpm,Default Initialized,Default Initialized,0.23.1,6.fc41,EXISTS_IN_EXT,0.16.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-uamqp,NA,CP_batch2,Akhila,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.5.1,3.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.5.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-unittest2,NA,CP_batch2,Archana,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.1.0,25.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-uritemplate,NA,P0,Akhila,11669,https://github.com/microsoft/azurelinux/pull/11669,MERGED,2024-12-23T08:46:19Z,Y,Y,Built,3.0.0,13.azl3,1,1,python-uritemplate-4.1.1-10.fc41.src.rpm,Default Initialized,Default Initialized,4.1.1,10.fc41,EXISTS_IN_EXT,4.1.1,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11669,Suresh,Dev Approved,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-uritemplate,Built
python-urwid,NA,CP_batch1,Jyoti,12844,https://github.com/microsoft/azurelinux/pull/12844,MERGED,2025-03-07T05:20:47Z,Y,Y,Built,2.1.2,2.azl3,1,1,python-urwid-2.6.14-2.fc41.src.rpm,Default Initialized,Default Initialized,2.6.14,2.fc41,EXISTS_IN_EXT,2.6.14,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_python-urwid,Built
python-varlink,NA,CP_batch2,Akhila,11677,https://github.com/microsoft/azurelinux/pull/11677,OPEN,2024-12-23T12:15:27Z,Y,Y,Built,30.3.0,2.azl3,1,1,python-varlink-31.0.0-11.fc41.src.rpm,Default Initialized,Default Initialized,31.0.0,11.fc41,EXISTS_IN_EXT,30.3.0,Y,1,Akhila,NA,Suresh,In Review,https://github.com/akhila-guruju/azurelinux-test.git,topic_python-varlink,Failed
python-voluptuous,NA,CP_batch1,Archana,12521,https://github.com/microsoft/azurelinux/pull/12521,MERGED,2025-02-20T17:15:08Z,Y,Y,Built,0.11.7,4.azl3,1,1,python-voluptuous-0.15.2-1.fc41.src.rpm,Default Initialized,Default Initialized,0.15.2,1.fc41,EXISTS_IN_EXT,0.15.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_python-voluptuous,Built
python-waitress,NA,CP_batch1,Jagadeesh,12554,https://github.com/microsoft/azurelinux/pull/12554,MERGED,2025-02-22T12:53:11Z,Y,Y,Built,1.4.4,8.azl3,1,1,python-waitress-3.0.1-1.fc41.src.rpm,Default Initialized,Default Initialized,3.0.1,1.fc41,EXISTS_IN_EXT,3.0.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_python-testresources,Built
python-webencodings,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.5.1,13.azl3,1,1,python-webencodings-0.5.1-26.fc41.src.rpm,Default Initialized,Default Initialized,0.5.1,26.fc41,EXISTS_IN_EXT,0.5.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-webtest,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,3.0.0,5.azl3,1,1,python-webtest-3.0.1-1.fc41.src.rpm,Default Initialized,Default Initialized,3.0.1,1.fc41,EXISTS_IN_EXT,3.0.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
python-whoosh,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.7.4,21.azl3,1,1,python-whoosh-2.7.4-33.fc41.src.rpm,Default Initialized,Default Initialized,2.7.4,33.fc41,EXISTS_IN_EXT,2.7.4,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
python-winrm,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.4.1,6.azl3,1,1,python-winrm-0.4.3-8.fc41.src.rpm,Default Initialized,Default Initialized,0.4.3,8.fc41,EXISTS_IN_EXT,0.4.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Failed
