Package,Package Priority,Developer in Master List,Link of PR Raised,Upgrade Required, Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded, Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success, Bulk Build Number of SRPMs, Developer from under review sheet, Under Review PR Link, Reviewer, Review Status
sdparm,P0,Archana,https://github.com/microsoft/azurelinux/pull/11822,Y,Built,1.11,2.azl3,1,1,sdparm-1.12-8.fc41.src.rpm,Default Initialized,Default Initialized,1.12,8.fc41,EXISTS_IN_EXT,1.11,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11822,NA,NA
sendmail,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,sendmail-8.18.1-4.fc41.src.rpm,Default Initialized,Default Initialized,8.18.1,4.fc41,REMOVED_FROM_BOTH,Not Found,N,0,nan,NOT_FOUND,NA,NA
serd,NA,NA,NA,Y,Failed,0.30.2,3.azl3,1,1,serd-0.32.2-2.fc41.src.rpm,Default Initialized,Default Initialized,0.32.2,2.fc41,EXISTS_IN_EXT,0.30.2,N,0,nan,NOT_FOUND,NA,NA
servletapi4,NA,NA,NA,Revisit No Dnld Ver,Failed,4.0.4,302.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.0.4,N,0,nan,NOT_FOUND,NA,NA
servletapi5,NA,NA,NA,Revisit No Dnld Ver,Failed,5.0.18,290.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,5.0.18,N,0,nan,NOT_FOUND,NA,NA
setserial,NA,NA,NA,N,Built,2.17,52.azl3,1,1,setserial-2.17-61.fc41.src.rpm,Default Initialized,Default Initialized,2.17,61.fc41,EXISTS_IN_EXT,2.17,Y,1,nan,NOT_FOUND,NA,NA
setuptool,NA,NA,NA,N,Built,1.19.11,23.azl3,1,1,setuptool-1.19.11-30.fc41.src.rpm,Default Initialized,Default Initialized,1.19.11,30.fc41,EXISTS_IN_EXT,1.19.11,Y,1,nan,NOT_FOUND,NA,NA
sgpio,NA,NA,NA,N,Built,1.2.0.10,28.azl3,1,1,sgpio-1.2.0.10-37.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0.10,37.fc41,EXISTS_IN_EXT,1.2.0.10,Y,1,nan,NOT_FOUND,NA,NA
shapelib,NA,NA,NA,Y,Built,1.5.0,3.azl3,1,1,shapelib-1.6.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.6.1,1.fc41,EXISTS_IN_EXT,1.5.0,N,0,nan,NOT_FOUND,NA,NA
sip,P0,Archana,https://github.com/microsoft/azurelinux/pull/11837,Y,Failed,4.19.21,2.azl3,1,1,sip-4.19.25-12.fc41.src.rpm,Default Initialized,Default Initialized,4.19.25,12.fc41,EXISTS_IN_EXT,4.19.21,Y,1,Archana,NA,NA,NA
skkdic,P0,Archana,https://github.com/microsoft/azurelinux/pull/11834,Y,Built,20210217,1.azl3,1,1,skkdic-20240131-2.gitb798a46b88.fc41.src.rpm,Default Initialized,Default Initialized,20240131,2.gitb798a46b88.fc41,EXISTS_IN_EXT,20210217,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11834,NA,NA
slirp4netns,P0,Archana,NA,Y,Built,1.1.8,2.azl3,1,1,slirp4netns-1.3.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,1.fc41,EXISTS_IN_EXT,1.1.8,Y,1,Archana,NA,NA,NA
smc-tools,NA,NA,NA,Y,Built,1.2.0,4.azl3,1,1,smc-tools-1.8.3-3.fc41.src.rpm,Default Initialized,Default Initialized,1.8.3,3.fc41,EXISTS_IN_EXT,1.2.0,N,0,nan,NOT_FOUND,NA,NA
sombok,NA,NA,NA,N,Built,2.4.0,12.azl3,1,1,sombok-2.4.0-22.fc41.src.rpm,Default Initialized,Default Initialized,2.4.0,22.fc41,EXISTS_IN_EXT,2.4.0,Y,1,nan,NOT_FOUND,NA,NA
sord,NA,NA,NA,Y,Failed,0.16.4,5.azl3,1,1,sord-0.16.16-2.fc41.src.rpm,Default Initialized,Default Initialized,0.16.16,2.fc41,EXISTS_IN_EXT,0.16.4,N,0,nan,NOT_FOUND,NA,NA
sound-theme-freedesktop,NA,NA,NA,N,Built,0.8,16.azl3,1,1,sound-theme-freedesktop-0.8-22.fc41.src.rpm,Default Initialized,Default Initialized,0.8,22.fc41,EXISTS_IN_EXT,0.8,Y,1,nan,NOT_FOUND,NA,NA
soundtouch,P0,Archana,https://github.com/microsoft/azurelinux/pull/11835,Y,Built,2.1.1,5.azl3,1,1,soundtouch-2.3.3-1.fc41.src.rpm,Default Initialized,Default Initialized,2.3.3,1.fc41,EXISTS_IN_EXT,2.1.1,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11835,NA,NA
sox,NA,NA,NA,N,Built,14.4.2.0,33.azl3,1,1,sox-14.4.2.0-39.fc41.src.rpm,Default Initialized,Default Initialized,14.4.2.0,39.fc41,EXISTS_IN_EXT,14.4.2.0,N,0,nan,NOT_FOUND,NA,NA
soxr,NA,NA,NA,N,Built,0.1.3,6.azl3,1,1,soxr-0.1.3-16.fc41.src.rpm,Default Initialized,Default Initialized,0.1.3,16.fc41,EXISTS_IN_EXT,0.1.3,Y,1,nan,NOT_FOUND,NA,NA
sparsehash,NA,NA,NA,N,Built,2.0.3,3.azl3,1,1,sparsehash-2.0.3-12.fc41.src.rpm,Default Initialized,Default Initialized,2.0.3,12.fc41,EXISTS_IN_EXT,2.0.3,Y,1,nan,NOT_FOUND,NA,NA
spausedd,P0,Archana,https://github.com/microsoft/azurelinux/pull/11843,Y,Built,20201112,3.azl3,1,1,spausedd-20210719-9.fc41.src.rpm,Default Initialized,Default Initialized,20210719,9.fc41,EXISTS_IN_EXT,20201112,Y,1,Archana,NA,NA,NA
speex,NA,NA,NA,N,Built,1.2.0,6.azl3,1,1,speex-1.2.0-18.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,18.fc41,EXISTS_IN_EXT,1.2.0,Y,1,nan,NOT_FOUND,NA,NA
speexdsp,P0,Archana,https://github.com/microsoft/azurelinux/pull/11844,Y,Built,1.2.0,2.azl3,1,1,speexdsp-1.2.1-7.fc41.src.rpm,Default Initialized,Default Initialized,1.2.1,7.fc41,EXISTS_IN_EXT,1.2.0,Y,1,Archana,NA,NA,NA
spice-protocol,P0,Archana,https://github.com/microsoft/azurelinux/pull/11847,Y,Built,0.14.3,2.azl3,1,1,spice-protocol-0.14.4-6.fc41.src.rpm,Default Initialized,Default Initialized,0.14.4,6.fc41,EXISTS_IN_EXT,0.14.3,Y,1,Archana,NA,NA,NA
spice-vdagent,NA,NA,NA,N,Built,0.22.1,1.azl3,1,1,spice-vdagent-0.22.1-7.fc41.src.rpm,Default Initialized,Default Initialized,0.22.1,7.fc41,EXISTS_IN_EXT,0.22.1,Y,1,nan,NOT_FOUND,NA,NA
spirv-headers,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,spirv-headers-1.5.5-25.fc41.src.rpm,Default Initialized,Default Initialized,1.5.5,25.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
spirv-tools,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,spirv-tools-2024.3-3.fc41.src.rpm,Default Initialized,Default Initialized,2024.3,3.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
splix,NA,NA,NA,N,Failed,2.0.1,3.azl3,1,1,splix-2.0.1-2.fc41.src.rpm,Default Initialized,Default Initialized,2.0.1,2.fc41,EXISTS_IN_EXT,2.0.1,Y,1,nan,NOT_FOUND,NA,NA
squid,NA,NA,NA,Y,Built,5.7,5.azl3,1,1,squid-6.12-2.fc41.src.rpm,Default Initialized,Default Initialized,6.12,2.fc41,EXISTS_IN_EXT,5.7,N,0,nan,NOT_FOUND,NA,NA
sratom,NA,NA,NA,Y,Failed,0.6.10,3.azl3,1,1,sratom-0.6.16-2.fc41.src.rpm,Default Initialized,Default Initialized,0.6.16,2.fc41,EXISTS_IN_EXT,0.6.10,N,0,nan,NOT_FOUND,NA,NA
star,NA,NA,NA,N,Built,1.6,4.azl3,1,1,star-1.6-15.fc41.src.rpm,Default Initialized,Default Initialized,1.6,15.fc41,EXISTS_IN_EXT,1.6,N,0,nan,NOT_FOUND,NA,NA
startup-notification,NA,NA,NA,N,Built,0.12,20.azl3,1,1,startup-notification-0.12-30.fc41.src.rpm,Default Initialized,Default Initialized,0.12,30.fc41,EXISTS_IN_EXT,0.12,N,0,nan,NOT_FOUND,NA,NA
stunnel,NA,NA,NA,Y,Built,5.70,1.azl3,1,1,stunnel-5.73-1.fc41.src.rpm,Default Initialized,Default Initialized,5.73,1.fc41,EXISTS_IN_EXT,5.70,N,0,nan,NOT_FOUND,NA,NA
subscription-manager,NA,NA,NA,Y,Built,1.29.30,2.azl3,1,1,subscription-manager-1.30.2-1.fc41.src.rpm,Default Initialized,Default Initialized,1.30.2,1.fc41,EXISTS_IN_EXT,1.29.30,N,0,nan,NOT_FOUND,NA,NA
suitesparse,NA,NA,NA,Y,Failed,5.4.0,5.azl3,1,1,suitesparse-7.7.0-2.fc41.src.rpm,Default Initialized,Default Initialized,7.7.0,2.fc41,EXISTS_IN_EXT,5.4.0,N,0,nan,NOT_FOUND,NA,NA
switcheroo-control,NA,NA,NA,Y,Built,2.4,3.azl3,1,1,switcheroo-control-2.6-6.fc41.src.rpm,Default Initialized,Default Initialized,2.6,6.fc41,EXISTS_IN_EXT,2.4,N,0,nan,NOT_FOUND,NA,NA
sysfsutils,NA,NA,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,sysfsutils-2.1.1-8.fc41.src.rpm,Default Initialized,Default Initialized,2.1.1,8.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA
systemd-bootchart,NA,NA,NA,Y,Built,233,8.azl3,1,1,systemd-bootchart-235-1.fc41.src.rpm,Default Initialized,Default Initialized,235,1.fc41,EXISTS_IN_EXT,233,N,0,nan,NOT_FOUND,NA,NA
t1lib,NA,NA,NA,N,Built,5.1.2,29.azl3,1,1,t1lib-5.1.2-38.fc41.src.rpm,Default Initialized,Default Initialized,5.1.2,38.fc41,EXISTS_IN_EXT,5.1.2,Y,1,nan,NOT_FOUND,NA,NA
t1utils,NA,NA,NA,N,Built,1.42,2.azl3,1,1,t1utils-1.42-9.fc41.src.rpm,Default Initialized,Default Initialized,1.42,9.fc41,EXISTS_IN_EXT,1.42,Y,1,nan,NOT_FOUND,NA,NA
taglib,P0,Archana,https://github.com/microsoft/azurelinux/pull/11848,N,Built,1.13.1,1.azl3,1,1,taglib-1.12-11.fc41.src.rpm,Default Initialized,Default Initialized,1.12,11.fc41,EXISTS_IN_EXT,1.13.1,Y,1,Archana,NA,NA,NA
tang,NA,NA,NA,Y,Failed,14,1.azl3,1,1,tang-15-6.fc41.src.rpm,Default Initialized,Default Initialized,15,6.fc41,EXISTS_IN_EXT,14,N,0,nan,NOT_FOUND,NA,NA
targetcli,P0,Archana,https://github.com/microsoft/azurelinux/pull/11882,Y,Built,2.1.53,2.azl3,1,1,targetcli-2.1.58-3.fc41.src.rpm,Default Initialized,Default Initialized,2.1.58,3.fc41,EXISTS_IN_EXT,2.1.53,Y,1,Archana,NA,NA,NA
tbb,NA,NA,NA,Y,Failed,2020.2,2.azl3,1,1,tbb-2021.13.0-2.fc41.src.rpm,Default Initialized,Default Initialized,2021.13.0,2.fc41,EXISTS_IN_EXT,2020.2,N,0,nan,NOT_FOUND,NA,NA
tcl-pgtcl,NA,NA,NA,N,Built,2.1.1,12.azl3,1,1,tcl-pgtcl-2.1.1-21.fc41.src.rpm,Default Initialized,Default Initialized,2.1.1,21.fc41,EXISTS_IN_EXT,2.1.1,Y,1,nan,NOT_FOUND,NA,NA
tclx,NA,NA,NA,N,Built,8.4.0,37.azl3,1,1,tclx-8.4.0-45.fc41.src.rpm,Default Initialized,Default Initialized,8.4.0,45.fc41,EXISTS_IN_EXT,8.4.0,N,0,nan,NOT_FOUND,NA,NA
teckit,P0,Archana,https://github.com/microsoft/azurelinux/pull/11880,Y,Built,2.5.9,4.azl3,1,1,teckit-2.5.12-3.fc41.src.rpm,Default Initialized,Default Initialized,2.5.12,3.fc41,EXISTS_IN_EXT,2.5.9,Y,1,Archana,NA,NA,NA
telnet,NA,NA,NA,N,Built,0.17,81.azl3,1,1,telnet-0.17-93.fc41.src.rpm,Default Initialized,Default Initialized,0.17,93.fc41,EXISTS_IN_EXT,0.17,Y,1,nan,NOT_FOUND,NA,NA
tix,NA,NA,NA,N,Built,8.4.3,35.azl3,1,1,tix-8.4.3-41.fc41.src.rpm,Default Initialized,Default Initialized,8.4.3,41.fc41,EXISTS_IN_EXT,8.4.3,N,0,nan,NOT_FOUND,NA,NA
tk,New P0,Archana,NA,Y,Built,8.6.10,6.azl3,1,1,tk-8.6.14-2.fc41.src.rpm,Default Initialized,Default Initialized,8.6.14,2.fc41,EXISTS_IN_EXT,8.6.10,Y,1,nan,NOT_FOUND,NA,NA
tlog,New P0,Archana,NA,Y,Built,9,2.azl3,1,1,tlog-14-2.fc41.src.rpm,Default Initialized,Default Initialized,14,2.fc41,EXISTS_IN_EXT,9,Y,1,nan,NOT_FOUND,NA,NA
