S.No.,Package Name,Need Upgrade (Y/N/Revisit/Remove),Upgrade to version (Version/Revisit/NA),"Priority (P0, P1, P3)",Evaluator,"Status (Not Started, Ongoing, PR Raised, PR in Review, Done-Upgrade, Done-FixBuild, Done-OtherChanges, NA-Uptodate)",Obsoleted and Frozen PR Link,Start Date,End Date,Last activity date,3.0-dev Daily Build status   (Y/N),Build status date,Version in 2.0,Version in 3.0,Latest Version  (Fedora Sources),Fedora Sources Link,Latest Upstream Version,Upstream Sources Link,Remark / Plan for the package,PR Link
11,baekmuk-ttf-fonts,N,NA,P1,Kevin,Not Started,,,,,Y,,2.2,2.2,2.2-63.fc41,Overview - rpms/baekmuk-ttf-fonts - src.fedoraproject.org,N/A,http://kldp.net/projects/baekmuk/,,
#VALUE!,libiodbc,Y,https://central.sonatype.com/artifact/biz.source_code/base64coder,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10932,2024-11-04 0:00:00,,2024-11-04 0:00:00,Y,2024-10-22 0:00:00,3.52.13,3.52.13,3.52.15,Overview - rpms/libiodbc - src.fedoraproject.org,3.52.16,https://github.com/openlink/iODBC/archive/v3.52.16/libodbc-3.52.16.tar.gz,Last changed in 2023,https://github.com/microsoft/azurelinux/pull/10932
12,base64coder,N,NA,P1,Kevin,Not Started,,,,,Y,,20101219,20101219,N/A (Orphaned),Overview - rpms/base64coder - src.fedoraproject.org,20101219,https://central.sonatype.com/artifact/biz.source_code/base64coder,,
13,bats,Y,1.11.0,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10692,2024-10-10 0:00:00,,2024-10-10 0:00:00,N,,1.2.1,1.2.1,1.11.0-3.fc41,Overview - rpms/bats - src.fedoraproject.org,1.11.0,https://github.com/bats-core/bats-core,,https://github.com/microsoft/azurelinux/pull/10692
#VALUE!,libipt,Y,https://github.com/hughsie/libjcat/archive/refs/tags/0.2.2.tar.gz,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10939,2024-11-04 0:00:00,,2024-11-05 0:00:00,Y,2024-10-22 0:00:00,2.0.5,2.0.5,2.1.1,Overview - rpms/libipt - src.fedoraproject.org,2.1.1,https://github.com/intel/libipt/archive/refs/tags/v2.1.1.tar.gz,,https://github.com/microsoft/azurelinux/pull/10939
#VALUE!,libjcat,Y,https://bcache.evilpiepirate.org/,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10943,2024-11-05 0:00:00,,2024-11-05 0:00:00,Y,2024-10-22 0:00:00,0.1.6,0.1.6,0.2.2,Overview - rpms/libjcat - src.fedoraproject.org,0.2.2,https://github.com/hughsie/libjcat/archive/refs/tags/0.2.2.tar.gz,Source changed from freedesktop.org to github,https://github.com/microsoft/azurelinux/pull/10943
14,bcache-tools,N,NA,P1,Kevin,Not Started,,,,,Y,,1.1,1.1,1.1-8.fc41,Overview - rpms/bcache-tools - src.fedoraproject.org,1.1,https://bcache.evilpiepirate.org/,,
15,bcel,Y,6.1,P1,Kevin,Ongoing,,2024-10-10 0:00:00,,2024-10-11 0:00:00,N,,5.2,5.2,6.8.1-3.fc41,Overview - rpms/bcel - src.fedoraproject.org,6.10,https://commons.apache.org/proper/commons-bcel/,"Upgrade in process, blocked on circular dependency. I have asked for help and I hope someone can help me resolve this.",
16,bea-stax,N,NA,P1,Kevin,Not Started,,,,,Y,,1.2.0,1.2.0,N/A (Orphaned),Overview - rpms/bea-stax - src.fedoraproject.org,N/A,,"Appears to be abandoned, I could not find a current upstream source.",
17,beust-jcommander,Y,2.0,P1,Kevin,PR in review,https://github.com/microsoft/azurelinux/pull/10630,2024-10-02 0:00:00,,,Y,,1.78,1.78,1.82,Overview - rpms/beust-jcommander - src.fedoraproject.org,2.0,http://jcommander.org/,PR submitted,https://github.com/microsoft/azurelinux/pull/10630
18,biosdevname,N,NA,P1,Kevin,Not Started,,,,,Y,,0.7.3,0.7.3,0.7.3,Overview - rpms/biosdevname - src.fedoraproject.org,0.7.3,https://github.com/dell/biosdevname,,
19,blosc,Y,1.21.6,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/11172,2024-11-19 0:00:00,,2024-11-20 0:00:00,Y,,1.21.4,1.21.4,1.21.6,Overview - rpms/blosc - src.fedoraproject.org,1.21.6,https://github.com/Blosc/c-blosc,Last patched Aug 2023,https://github.com/microsoft/azurelinux/pull/11172
20,bogofilter,N,NA,P1,Kevin,Not Started,,,,,N/A,,1.2.5,n/a,1.2.5,Overview - rpms/bogofilter - src.fedoraproject.org,1.2.5,https://bogofilter.sourceforge.io/,,
#VALUE!,liblangtag,Y,Tags · rpm-software-management/distribution-gpg-keys (github.com),P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/11154,2024-11-19 0:00:00,,2024-11-19 0:00:00,Y,2024-10-22 0:00:00,0.6.3,0.6.3,0.6.7,Overview - rpms/liblangtag - src.fedoraproject.org,0.6.7,https://bitbucket.org/tagoh/liblangtag/downloads/liblangtag-0.6.7.tar.bz2,"Bitbucket 404'd when I attempted to get any information on this package.

New link: https://bitbucket.org/tagoh/liblangtag",https://github.com/microsoft/azurelinux/pull/11154
21,distribution-gpg-keys,N,NA,P1,Kevin,Not Started,,,,,,,1.6,1.104,1.105,"https://src.fedoraproject.org/rpms/distribution-gpg-keys

Fedora 42 sources:

https://koji.fedoraproject.org/koji/buildinfo?buildID=2489765",1.105,Tags · rpm-software-management/distribution-gpg-keys (github.com),"The latest version in Fedora Source is 1.105, i.e. 1 minor version higer than 3.0-dev.  Not upgrading.",
22,gphoto2,Y,2.5.28,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/10776,2024-10-16 0:00:00,,2024-10-17 0:00:00,Y,2024-10-14 0:00:00,2.5.27,2.5.27,2.5.28,Overview - rpms/gphoto2 - src.fedoraproject.org,2.5.28,gPhoto - gPhoto Home,Last patched in Oct 2021,https://github.com/microsoft/azurelinux/pull/10776
